"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)"
1.369240969E0,1.974078655E0,7.618747234E0,5.670989513E0
1.390084475E0,1.830509305E0,6.922435760E0,5.051248550E0
1.410927981E0,2.258824587E0,8.350951195E0,6.594619274E0
1.431771487E0,2.086541414E0,6.381658077E0,5.084748268E0
1.452645510E0,2.356930256E0,6.630511761E0,5.175675392E0
1.473489016E0,2.316252232E0,8.793622971E0,6.496513367E0
1.494332522E0,2.349751949E0,6.448657036E0,4.905286312E0
1.515176028E0,2.000399828E0,6.340980053E0,5.711667538E0
1.536050051E0,2.172683001E0,8.408378601E0,4.878965378E0
1.556893557E0,2.498106956E0,8.434700012E0,7.377072334E0
1.577737063E0,2.388036966E0,6.704689026E0,5.276174068E0
1.598580569E0,2.136790514E0,6.594619274E0,5.163711071E0
1.619454592E0,2.222932339E0,7.836493969E0,4.402793884E0
1.640298098E0,2.316252232E0,8.599804878E0,5.570491314E0
1.661141604E0,2.440679073E0,8.075776100E0,7.188039303E0
1.681985110E0,2.471785784E0,6.879364967E0,5.534598827E0
1.702828616E0,2.220539331E0,6.644868374E0,4.733003139E0
1.723702639E0,2.206182480E0,7.791030407E0,3.747160196E0
1.744515627E0,1.942971945E0,9.250652313E0,5.682953835E0
1.765389651E0,2.182254314E0,8.202595711E0,5.857629776E0
1.786233157E0,2.086541414E0,6.742974281E0,5.146961689E0
1.807076663E0,2.199003935E0,7.609176159E0,4.809573650E0
1.827920168E0,2.117648125E0,8.894122124E0,6.120840549E0
1.848763674E0,2.127219439E0,7.573283672E0,4.761716843E0
1.869607180E0,2.227717876E0,6.812366009E0,5.041677475E0
1.890481204E0,2.206182480E0,8.188239098E0,4.857429981E0
1.911324709E0,2.222932339E0,8.020741463E0,5.958128452E0
1.932168215E0,2.033899307E0,6.245266914E0,4.493721008E0
1.953011721E0,2.163111687E0,8.331808090E0,5.670989513E0
1.973855227E0,2.258824587E0,7.970492363E0,5.606383324E0
1.994698733E0,2.108076811E0,6.326622963E0,4.654039860E0
2.015572756E0,2.249253273E0,9.114261627E0,6.702296257E0
2.036416262E0,2.041077614E0,7.700103283E0,4.591826439E0
2.057259768E0,1.722832322E0,7.281359196E0,4.390829563E0
2.078103274E0,2.081755638E0,9.444471359E0,5.589633465E0
2.098977297E0,1.873580098E0,7.295716286E0,5.446064472E0
2.119820803E0,1.990828395E0,8.161917686E0,4.240081787E0
2.140664309E0,1.904686809E0,8.626125336E0,5.434100151E0
2.161507815E0,1.818545222E0,6.565905571E0,4.610969067E0
2.182351321E0,1.804188251E0,8.815158844E0,6.029912949E0
2.203225344E0,1.835294962E0,7.173682213E0,4.661218643E0
2.224068850E0,1.885544300E0,6.788437843E0,4.101297855E0
2.244912356E0,2.005185366E0,8.621339798E0,5.752345562E0
2.265786379E0,2.088934183E0,6.587440968E0,4.110869408E0
2.286629885E0,2.175075769E0,8.391629219E0,6.149554253E0
2.307473391E0,1.976471543E0,8.461020470E0,4.692325115E0
2.328347415E0,1.593619823E0,6.932007313E0,3.914657831E0
2.349190920E0,2.048256159E0,9.056833267E0,6.434299946E0
2.370034426E0,1.703689694E0,7.946564198E0,4.859822750E0
2.390908450E0,1.615155339E0,6.912864685E0,4.587040901E0
2.411751956E0,1.749153376E0,8.764909744E0,5.400600910E0
2.432595461E0,1.842473388E0,7.896314621E0,5.383851051E0
2.453438967E0,1.744367719E0,6.479763508E0,4.450650215E0
2.474312991E0,2.012363911E0,8.061419487E0,4.476971149E0
2.495156497E0,1.875972986E0,8.626125336E0,6.439085960E0
2.516000002E0,1.878365755E0,6.350551128E0,3.929014683E0
2.536843508E0,1.423729420E0,6.668796539E0,4.610969067E0
2.557717532E0,1.966900229E0,8.539983749E0,5.309673309E0
2.578561038E0,2.165504456E0,7.836493969E0,6.702296257E0
2.599435061E0,1.871187329E0,6.778866768E0,5.733202934E0
2.620278567E0,2.029113531E0,7.628318787E0,4.457828522E0
2.641122073E0,2.021935225E0,8.360522270E0,6.400800705E0
2.661996096E0,2.254039049E0,7.542177200E0,5.525027275E0
2.682839602E0,1.840080619E0,6.582654953E0,4.589433670E0
2.703683108E0,2.548356056E0,6.867401123E0,3.598805189E0
2.724557131E0,1.787438512E0,7.975277901E0,6.044270039E0
2.745400637E0,2.258824587E0,7.221538544E0,6.082555294E0
2.766244143E0,1.775474429E0,6.678368092E0,5.888736725E0
2.787118167E0,1.931007862E0,7.314858913E0,4.984249592E0
2.807961672E0,1.564906001E0,8.432307243E0,5.156532764E0
2.828805178E0,1.564906001E0,8.066205025E0,6.116054535E0
2.849648684E0,1.483550072E0,6.635297298E0,4.699503899E0
2.870522708E0,1.024128079E0,7.128218651E0,5.249852657E0
2.891366213E0,3.206382394E-1,7.980063438E0,4.443471432E0
2.912209719E0,1.249053478E0,8.800801277E0,6.965506554E0
2.933053225E0,3.278166950E-1,8.307880402E0,6.324230194E0
2.953927249E0,1.043270707E0,6.879364967E0,4.766502857E0
2.974770754E0,7.178468257E-2,7.537391186E0,5.163711071E0
2.995614260E0,2.392822653E-1,8.937192917E0,4.993820667E0
3.016457766E0,2.033899277E-1,9.092725754E0,6.613761902E0
3.037301272E0,8.039883971E-1,8.003992081E0,5.752345562E0
3.058175295E0,5.000999570E-1,7.202396393E0,4.800002098E0
3.079018801E0,1.531406492E-1,8.030312538E0,4.642076015E0
3.099862307E0,-8.662018180E-1,8.248059273E0,4.046263218E0
3.120705813E0,1.196411345E-2,8.805587769E0,4.180261135E0
3.141549319E0,-5.551348329E-1,8.535198212E0,6.683153629E0
3.162423342E0,2.129612118E-1,8.145168304E0,7.324429989E0
3.183266848E0,8.374879509E-2,7.274180889E0,5.570491314E0
3.204110354E0,-8.446664214E-1,8.013563156E0,5.218746185E0
3.224953860E0,9.044869542E-1,8.437092781E0,4.204189301E0
3.245797366E0,-4.067798555E-1,9.253045082E0,4.185046673E0
3.266671389E0,8.350951076E-1,9.056833267E0,4.677968502E0
3.287514895E0,-3.182454109E-1,8.815158844E0,6.118447304E0
3.308358401E0,1.459621787E-1,8.312665939E0,7.176074982E0
3.329201907E0,3.661018610E-1,7.233502865E0,6.305087566E0
3.350045413E0,-1.045663476E0,6.821937561E0,4.278367043E0
3.370919436E0,-7.657032609E-1,8.063812256E0,4.689932346E0
3.391762942E0,-1.560120344E0,8.958727837E0,5.407779217E0
3.412606448E0,3.637090325E-1,8.535198212E0,2.476571321E0
3.433449954E0,-2.416750938E-1,8.930013657E0,4.656432629E0
3.454323977E0,1.225125194E0,8.468199730E0,4.761716843E0
3.475167483E0,1.124626622E-1,7.927421570E0,5.209175110E0
3.496010989E0,1.249053478E0,7.099504948E0,7.250252724E0
3.516854495E0,1.076770201E-1,6.915257454E0,5.960521221E0
3.537698000E0,3.349951804E-1,6.451049805E0,5.309673309E0
3.558572024E0,3.326023519E-1,6.977470875E0,6.206982136E0
3.579415530E0,5.910272002E-1,7.154539585E0,5.032105923E0
3.600259036E0,3.349951804E-1,8.623732567E0,5.359922886E0
3.621102542E0,1.483550072E-1,8.020741463E0,4.634897232E0
3.641946047E0,8.733802438E-1,8.882157326E0,4.060619831E0
3.662820071E0,5.886343718E-1,9.300901413E0,5.182853699E0
3.683663577E0,1.261017561E0,8.970691681E0,4.800002098E0
3.704507083E0,9.068797827E-1,8.252845764E0,5.977271080E0
3.725350588E0,2.017149448E0,8.011170387E0,6.987041950E0
3.746224612E0,1.517049551E0,7.319644451E0,5.230710506E0
3.767068118E0,2.206182480E0,6.486942291E0,6.297909260E0
3.787911624E0,1.825723648E0,6.465406895E0,6.139982700E0
3.808755129E0,1.387837172E0,6.611369133E0,5.156532764E0
3.829598635E0,1.136590719E0,6.345765591E0,4.857429981E0
3.850442141E0,6.436693072E-1,6.532405853E0,4.249652863E0
3.871316165E0,9.978070259E-1,7.245467186E0,3.225524902E0
3.892159670E0,7.465606928E-1,7.740781307E0,4.668396950E0
3.913003176E0,1.445264935E0,8.025527000E0,3.586841106E0
3.933846682E0,1.885544300E0,8.238488197E0,6.116054535E0
3.954690188E0,1.758724689E0,7.972885132E0,5.855237007E0
3.975564211E0,1.878365755E0,7.377072334E0,4.969892502E0
3.996407717E0,1.945364833E0,8.341380119E0,8.133204460E0
4.017251223E0,1.663011789E0,6.855436802E0,5.419743061E0
4.038094729E0,2.062613010E0,6.549155712E0,5.206781864E0
4.058968752E0,1.885544300E0,7.142575741E0,5.596812248E0
4.079812258E0,1.651047587E0,7.362715244E0,4.206582069E0
4.100655764E0,1.004985496E-1,8.106883049E0,4.359723091E0
4.121499270E0,-3.421736360E-1,9.303294182E0,5.343173027E0
4.142342776E0,7.034898400E-1,8.353343964E0,3.811766386E0
4.163186282E0,1.457229018E0,8.987442017E0,4.977071285E0
4.184029788E0,1.440479279E0,8.920442581E0,6.317051888E0
4.204903811E0,1.792224169E0,8.523234367E0,5.577669621E0
4.225747317E0,1.911865234E0,7.487142086E0,7.022934437E0
4.246590823E0,1.612762451E0,6.501298904E0,6.522834301E0
4.267434329E0,9.810572863E-1,6.419943333E0,4.847858906E0
4.288277834E0,8.350951076E-1,6.439085960E0,4.852644444E0
4.309151858E0,2.249253243E-1,7.690532207E0,4.957928658E0
4.329995364E0,8.709874153E-1,8.597412109E0,3.168097258E0
4.350838870E0,5.192425251E-1,9.705288887E0,4.563112736E0
4.371712893E0,5.862415433E-1,9.552147865E0,6.034698486E0
4.392556399E0,4.450650215E-1,9.741181374E0,5.970092297E0
4.413399905E0,8.087740541E-1,7.290930748E0,5.749952793E0
